,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Tổng số vốn thực hiện (Triệu đô la Mỹ),11000.30,11000.10,10046.60,11500.00,12500.00,14500.00,15800.00,17500.00,19100.00,20380.00,19980.00,19740.00,22396.00
